0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0
0.312243	0.58034	0	0	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.437515	0.0196827	5.19984	0.00127057
1.16834	0.481707	12.2301	-1.40905	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.358319	0.0702881	5.87388	0.816628
1.16834	0.481707	12.2301	-1.40905	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.327855	0.0850936	6.18353	1.00207
1.65425	0.618706	9.84147	2.53621	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.293313	0.0765049	5.90766	1.43931
1.65425	0.618706	9.84147	2.53621	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.285911	0.0701529	5.71646	1.66606
2.18125	0.665989	10.2528	1.59959	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.264827	0.0690348	5.62686	1.65158
2.18125	0.665989	10.2528	1.59959	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.261657	0.0679386	5.55883	1.63915
2.66708	0.690453	10.0251	1.12807	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.246727	0.0695499	5.48269	1.58555
2.66708	0.690453	10.0251	1.12807	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.249366	0.0704038	5.42113	1.54022
3.07515	0.681308	9.40496	0.691864	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.240661	0.0698494	5.32268	1.4794
3.07515	0.681308	9.40496	0.691864	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.255582	0.0689836	5.23935	1.42606
3.72751	0.504578	10.4059	-0.469658	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.24557	0.0747396	5.23774	1.3805
3.72751	0.504578	10.4059	-0.469658	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.245858	0.0802102	5.23653	1.34097
4.27647	0.526485	10.5411	-0.255561	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.237748	0.0833563	5.24475	1.30055
4.27647	0.526485	10.5411	-0.255561	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.236617	0.0869152	5.25213	1.26471
4.61329	0.675908	9.74722	0.421348	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0.232089	0.0843483	5.21452	1.22772
4.61329	0.675908	9.74722	0.421348	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	0.24445	0.081977	5.18104	1.19364
5.2618	0.678196	10.3579	0.35018	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0.237941	0.0798753	5.18147	1.16185
5.2618	0.678196	10.3579	0.35018	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0.239552	0.078183	5.18208	1.13244
5.86622	0.700317	10.6626	0.366418	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	0.234397	0.0765388	5.19783	1.10515
