0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0
0.779913	0.722413	6.65259	1.97674	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.211208	0.0876373	3.81773	1.3965
0.779913	0.722413	6.65259	1.97674	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.261321	0.100483	3.22809	1.61107
0.513698	0.0587501	3.19478	3.23122	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.488689	0.284571	2.96979	2.1306
0.513698	0.0587501	3.19478	3.23122	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.666874	0.351663	2.80332	2.38675
0.906756	0.289487	4.59893	2.16062	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.731413	0.345517	2.57072	2.34647
0.906756	0.289487	4.59893	2.16062	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.826323	0.341272	2.39072	2.31586
1.23732	0.385261	4.94647	1.5574	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.878729	0.328656	2.23805	2.23086
1.23732	0.385261	4.94647	1.5574	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.957816	0.31872	2.11168	2.16134
1.62528	0.429206	5.30489	0.841409	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.999134	0.307887	2.00362	2.06449
1.62528	0.429206	5.30489	0.841409	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	1.06422	0.298985	1.91069	1.98112
2.02585	0.409688	5.51954	0.117105	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	1.09962	0.292786	1.83182	1.89678
2.02585	0.409688	5.51954	0.117105	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	1.156	0.287808	1.76236	1.82237
2.39242	0.405668	5.63789	-0.0846112	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	1.19175	0.284129	1.70256	1.75733
2.39242	0.405668	5.63789	-0.0846112	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	1.24589	0.28139	1.64903	1.69919
2.74099	0.398816	5.56368	-0.200715	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	1.28359	0.279909	1.59955	1.6485
2.74099	0.398816	5.56368	-0.200715	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	1.33759	0.279229	1.55463	1.60289
3.088	0.385364	5.40314	-0.304279	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	1.37682	0.280095	1.5118	1.56366
3.088	0.385364	5.40314	-0.304279	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	1.43068	0.281683	1.47246	1.52834
3.44068	0.378397	5.5101	-0.308007	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	1.47065	0.284405	1.43726	1.49663
3.44068	0.378397	5.5101	-0.308007	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	1.52389	0.287849	1.40471	1.4681
3.79683	0.330178	5.38114	-0.496695	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	1.56418	0.294979	1.37327	1.44731
3.79683	0.330178	5.38114	-0.496695	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	1.61665	0.302664	1.34396	1.42914
4.15938	0.35262	5.34458	-0.339528	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	1.6568	0.309599	1.31632	1.40922
4.15938	0.35262	5.34458	-0.339528	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	1.7082	0.317302	1.29041	1.39166
4.52825	0.345938	5.19515	-0.335181	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	1.74789	0.326205	1.26542	1.37621
4.52825	0.345938	5.19515	-0.335181	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	1.79802	0.335932	1.24185	1.36289
4.94283	0.365025	5.42928	-0.222503	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	1.83496	0.345438	1.22097	1.34879
4.94283	0.365025	5.42928	-0.222503	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	1.8817	0.355932	1.2013	1.33666
5.33073	0.397091	5.28733	-0.0971238	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	1.91776	0.365708	1.18166	1.32352
5.33073	0.397091	5.28733	-0.0971238	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	1.96302	0.376657	1.16306	1.31221
5.72949	0.507953	5.49819	0.28603	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	1.99784	0.383359	1.14729	1.2956
5.72949	0.507953	5.49819	0.28603	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	2.04131	0.39154	1.13244	1.28057
6.16841	0.567384	5.52987	0.407127	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	2.07338	0.398559	1.11885	1.26534
6.16841	0.567384	5.52987	0.407127	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	2.11363	0.407217	1.10607	1.25158
6.5992	0.674294	5.55577	0.65421	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	2.14373	0.413031	1.09444	1.2362
6.5992	0.674294	5.55577	0.65421	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	2.18156	0.42065	1.08356	1.22207
7.01239	0.796983	5.36413	0.882924	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	2.21059	0.425364	1.07111	1.20704
7.01239	0.796983	5.36413	0.882924	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	2.24694	0.432016	1.05935	1.19308
7.41323	0.909328	5.14438	1.02841	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	2.27541	0.436591	1.04658	1.17906
7.41323	0.909328	5.14438	1.02841	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	2.3108	0.443243	1.03439	1.16601
7.84196	0.986399	5.24305	1.06677	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	2.33775	0.449293	1.0235	1.15366
7.84196	0.986399	5.24305	1.06677	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	2.37125	0.45761	1.01322	1.14234
8.24238	1.06884	5.17927	1.09917	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	2.39767	0.465258	1.003	1.13176
8.24238	1.06884	5.17927	1.09917	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	2.43029	0.475363	0.993357	1.12227
8.66504	1.21725	5.28426	1.31603	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	2.45544	0.482633	0.985355	1.1117
8.66504	1.21725	5.28426	1.31603	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	2.48645	0.492493	0.977983	1.1021
9.09315	1.31028	5.37236	1.34536	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	2.5102	0.501725	0.972417	1.09322
9.09315	1.31028	5.37236	1.34536	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	2.5395	0.513749	0.967535	1.08539
9.53287	1.49457	5.45259	1.59917	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	2.56155	0.522172	0.964637	1.07611
9.53287	1.49457	5.45259	1.59917	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	2.58885	0.533503	0.962479	1.06772
9.89245	1.7231	5.07693	1.87515	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	2.61135	0.54037	0.955813	1.05815
9.89245	1.7231	5.07693	1.87515	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	2.63882	0.550199	0.949789	1.0493
10.2968	1.88335	4.99281	1.95825	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	2.66038	0.558108	0.943523	1.04065
10.2968	1.88335	4.99281	1.95825	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	2.68664	0.569163	0.93791	1.03276
10.7297	2.04684	5.10827	2.05785	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	2.70649	0.57835	0.934444	1.02491
10.7297	2.04684	5.10827	2.05785	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	2.73076	0.590871	0.93177	1.01786
